name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
I.Idonije,00-0021604,no,CHI,,20,1,,,,,0,,,,,,,9,,7.0,-81,,28,7,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brown,00-0027003,no,IND,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,9,13,0,0,0,,99,93,108,108,18,1,1,1,,417
R.Wayne,00-0020498,no,IND,,,,,,,,,,,,,,,,,,,,6,,,,,1,1,,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,54,106,195,5,1,0,1,353,1355,1,-5,0,0,0,0,,-5
J.Freeman,00-0025920,no,IND,ILB,55,1,,,,,1,1,4,,,2,,1,,2,-17,1,90,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Conner,00-0027831,no,IND,ILB,17,0,,,,,0,,,,,4,,2,,1,0,,37,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Rodriguez,00-0029276,no,CHI,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,4,8,0,0,0,,19,21,,,,,,,,
B.Marshall,00-0024334,no,CHI,WR,,,,,,,,,,,,,,,,,,,4,,,,,2,0,,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,438,159,118,192,11,1,0,,339,1508,1,-2,0,0,0,0,,-2
V.Davis,00-0027001,no,IND,CB,5,0,,,,,3,,26,,,8,,1,,1,-3,,46,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bethea,00-0024421,no,IND,SS,25,0,,,,,0,,,,,7,,3,,2,-8,,75,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Davis,00-0026298,no,CHI,TE,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,143,33,19,44,2,0,0,,72,229,,,,,,,,
J.Powers,00-0027064,no,IND,CB,7,0,,,,,1,,0,,,8,,,,0,,,33,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Zbikowski,00-0026226,no,IND,,11,0,,,,,1,,20,,,5,,1,,1,-6,,27,2,23,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,61,,74,0,6,0,123,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
C.Vaughn,00-0027290,no,IND,,8,0,,,,,1,1,3,,,9,,,,0,,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,96,0,10,0,209,,,,,,,,,,,,,,,9,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bush,00-0025487,no,CHI,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,9,11,0,0,0,,80,83,114,137,5,5,0,0,,411
M.Harvey,00-0028211,no,IND,,3,0,,,,,0,,,,,,,,,0,,,9,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Gould,00-0023252,no,CHI,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,21,748,4,167,473,14,,66,63,38,33,0,33,0,33,4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Urlacher,00-0019456,no,CHI,,15,2,,2,,4,1,1,46,,,7,,,,0,,1,53,8,19,4,,,0,,,0,,,,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Toeaina,00-0025574,no,CHI,,2,0,,,,,0,,,,,,,1,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Melton,00-0026905,no,CHI,DT,11,1,,,,,0,,,,,,,7,,5,-41,,31,9,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Wright,00-0027680,no,CHI,SS,19,1,,2,,0,4,1,45,,,8,,,,0,,1,52,5,5,1,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.McClellin,00-0029250,no,CHI,ILB,7,0,,,,,0,,,,,,,6,,2.5,-18,,7,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Ballard,00-0029547,no,IND,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,2,2,,0,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,104,16,17,27,1,0,0,,118,152,211,216,12,2,0,0,,814
J.Peppers,00-0021140,no,CHI,OLB,6,2,1,4,,6,0,,,,,2,,15,,12.0,-85,,33,14,67,2,,,0,,,0,,,,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Bennett,00-0026210,no,CHI,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,0,3,0,24,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0,1,0,1,2,218,72,29,49,2,0,0,,187,375,,,,,,,,
C.Spencer,00-0023461,no,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Hayden,00-0023495,no,CHI,,11,0,,4,,15,1,,39,,,5,,,,0,,,26,,,,,,0,,,0,,,,0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Avery,00-0026173,no,IND,,,,,,,,,,,,,,,,,,,,2,,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,380,21,60,124,3,0,0,,223,781,4,9,0,0,0,0,,9
C.Fleener,00-0029697,no,IND,TE,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,147,27,26,48,2,0,0,,95,281,,,,,,,,
T.Jennings,00-0024277,no,CHI,DB,5,0,,,,,9,1,105,,,21,,,,0,,1,55,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Nevis,00-0028025,no,IND,,9,0,,,,,0,,,,,,,2,,1,-8,,7,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Moore,00-0026907,no,CHI,,5,0,,,,,2,,2,,,6,,,,0,,,27,2,7,2,,,1,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
S.Paea,00-0027991,no,CHI,DE,10,0,,,,,0,,,,,,,5,,3.0,-26,,14,5,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Conte,00-0028031,no,CHI,SS,16,0,,1,,0,2,,70,,,9,,,,0,,,52,2,5,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Vinatieri,00-0016919,no,IND,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,26,961,7,323,559,2,,5,78,2,37,0,37,0,37,335,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Adams,00-0028337,no,CHI,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,38,0,3,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,4,8,0,0,0,,5,40,,,,,,,,
C.Redding,00-0021998,no,IND,DE,15,0,,1,,0,0,,,,,4,,4,,2,-12,,21,5,22,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Costanzo,00-0024129,no,CHI,,3,0,,,,,0,,,,,,,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Adams,00-0028338,no,IND,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,2,8,0,0,0,,5,26,,,,,,,,
J.Thomas,00-0028133,no,CHI,OLB,2,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Roach,00-0024750,no,CHI,,15,1,,1,,0,0,,,,,4,,2,,1.5,-13,,51,5,18,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Hayes,00-0026315,no,CHI,,2,0,,,,,0,,,,,1,,,,0,,,14,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Wootton,00-0027603,no,CHI,DE,6,2,,,,,0,,,1,5,1,,11,,7.5,-54,1,21,5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,2,0,0,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Castonzo,00-0027960,no,IND,T,,,,,,,,,,,,,,,,,,,3,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Walters,00-0028357,no,CHI,,2,0,,1,,0,0,,,,,,,,,0,,,13,2,3,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Moore,00-0022217,no,IND,,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,50,,50,0,3,0,50,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,77,4,6,8,1,0,0,,55,77,13,17,0,0,0,0,,20
J.Lefeged,00-0028650,no,IND,,8,0,,1,,4,0,,,,,,,,,0,,,23,,,,,,0,,,0,,,,0,1,4,,,,,,,,,,,,,,,,,,,17,,19,0,4,0,68,,,,,,,,,,,,,,,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.McManis,00-0027743,no,CHI,CB,3,,,,,,,,,,,,1,,,,,,4,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Scobee,00-0022874,no,JAC,K,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,28,,25,907,3,142,504,12,,69,75,26,19,1,18,1,18,4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Stanford,00-0029061,no,JAC,,5,0,,,,,0,,,,,,,,,0,,,18,1,2,1,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Asiata,00-0028198,no,MIN,RB,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,37,0,3,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0,0,0,,4,2,3,6,0,0,0,0,,9
J.Parmele,00-0026316,no,JAC,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,107,0,10,0,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,7,9,0,1,0,1,54,60,40,51,0,0,0,0,,143
C.Ponder,00-0027950,no,MIN,,,,,,,,,,,,,,,,,,,,1,,,,,4,5,3,1,2,2,,0,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,483,300,1335,183,2020,12,12,31,-177,18,2,1,1,2935,1,5,,,,,,,,,,,,,,,,,-15,0,1,1,0,0,0,,0,-15,61,152,28,2,0,0,,246
K.Rudolph,00-0027981,no,MIN,TE,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,1,0,1,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,229,56,53,93,9,1,1,,275,493,,,,,,,,
K.Bosworth,00-0027499,no,JAC,,8,0,,,,,1,,10,,,1,,1,,0,,,29,4,17,1,,,1,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Allen,00-0026605,no,JAC,,23,0,,1,,0,0,,,,,6,,5,,1,-7,,108,10,33,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Peterson,00-0025394,no,MIN,RB,,,,,,,,,,,,,,,,,,,2,,,,,4,2,,1,0,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,2,40,51,1,0,0,,186,217,348,643,317,12,1,1,,2097
A.Ross,00-0025407,no,JAC,,9,0,,,,,0,,,,,3,,,,0,,,37,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,57,,,,,,,,,10,3,11,0,3,0,3,16,,,,,,,,,,,,,,,,,,
P.Harvin,00-0026998,no,MIN,WR,,,,,,,,,,,,,,,,,,,2,,,,,1,1,1,,2,2,,0,2,2,0,,,,,,,,,,,,,,,,,,,335,,372,105,16,1,574,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,204,31,62,85,3,0,0,,537,677,22,77,4,1,0,0,,96
P.Posluszny,00-0025421,no,JAC,MLB,33,2,,,,,3,,20,,,7,,6,,2,-10,,106,5,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Knighton,00-0027046,no,JAC,DT,12,2,,,,,0,,,,,1,,5,,2,-12,,20,5,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Thomas,00-0027076,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,46,,46,0,3,0,46,,,,,,,,,,,,,,,,,,,,,,,,,20,4,31,0,9,0,9,56,80,5,18,40,1,0,0,,27,108,7,54,0,0,0,0,,57
C.Kluwe,00-0023060,no,MIN,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,,18,871,72,72,2,3237,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Sanford,00-0026952,no,MIN,SS,14,4,,1,,0,0,,,,,5,,1,,0,,,52,1,4,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Robison,00-0025489,no,MIN,DE,11,3,,1,,0,0,,,,,7,,11,,7.5,-42,,25,5,33,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Jennings,00-0027155,no,JAC,RB,,,,,,,,,,,,,,,,,,,1,,,,,3,1,,,0,,,,3,0,0,,,,,,,,,,,,,,,,,,,72,,82,0,10,0,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,19,26,0,1,1,,145,130,101,89,6,2,0,0,,283
J.Allen,00-0022740,no,MIN,OLB,12,0,,1,,0,0,,,,,3,,20,,10.0,-55,,33,15,58,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Jones-Drew,00-0024275,no,JAC,,,,,,,,,,,,,,,,,,,,1,,,,,,0,2,1,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,0,2,0,2,4,40,5,14,18,1,0,0,,72,86,86,126,59,1,1,0,1,414
L.Guion,00-0026292,no,MIN,NT,15,0,1,,,,0,,,,,1,,1,,1,-6,,16,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Jones,00-0022897,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,43,0,11,14,0,0,0,,50,64,5,8,0,0,0,0,,8
B.Gabbert,00-0027948,no,JAC,QB,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,,1,1,,0,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,278,162,981,116,1189,6,6,22,-151,9,4,2,2,1662,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,18,41,0,0,0,0,,56
C.Cook,00-0027649,no,MIN,,8,0,,,,,0,,,,,5,,1,,1,-11,,27,1,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Shorts,00-0028052,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,,,,,,,,,,,,,,,,,513,296,55,105,7,0,0,,389,981,1,-4,0,0,0,0,,-4
E.Henderson,00-0025945,no,MIN,LB,29,1,,,,,0,,,,,2,,4,,3,-15,,50,7,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Williams,00-0022073,no,MIN,DT,12,0,1,2,,0,0,,,,,7,,7,,2.5,-21,,20,5,27,4,1,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Greenway,00-0024232,no,MIN,OLB,50,0,,2,,0,1,,3,,,4,,5,,3,-14,,96,6,24,10,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Blackmon,00-0029707,no,JAC,WR,,,,,,,,,,,,,,,,,,,2,,,,,1,0,,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,331,127,64,132,5,2,1,1,284,865,2,23,0,0,0,0,,23
J.Robinson,00-0029691,no,MIN,CB,3,0,,,,,2,,68,,,3,,,,0,,,52,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,38,0,3,0,61,,,,,,,,,,,,,,,4,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lewis,00-0024243,no,JAC,TE,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,24,,,,,,,,,,,,,,,,,245,16,52,77,4,0,0,,242,540,,,,,,,,
L.Robinson,00-0025462,no,JAC,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,24,43,0,0,0,,54,252,,,,,,,,
M.Raymond,00-0028108,no,MIN,,1,0,,,,,0,,,,,1,,,,0,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Smith,00-0029606,no,MIN,FS,30,1,,1,,0,3,2,87,,,11,,2,,1,0,2,73,1,7,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Brinkley,00-0027108,no,MIN,LB,35,2,,,,,0,,,,,2,,2,,0,,,62,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Marshall,00-0029620,no,JAC,ILB,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Gerhart,00-0027888,no,MIN,RB,,,,,,,,,,,,,,,,,,,1,,,,,1,2,2,,1,1,,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,20,27,0,0,0,,135,155,50,90,3,1,0,0,,169
A.Branch,00-0029600,no,JAC,DE,4,1,,1,,0,0,,,,,1,,1,,1,-7,,9,,,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Prosinski,00-0028059,no,JAC,,10,0,,,,,1,,6,,,4,,,,0,,,42,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Winfield,00-0018093,no,MIN,,28,0,,1,,0,3,,37,,,12,,2,,2,-9,,73,9,25,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Owens,00-0024103,no,JAC,,0,0,,,,,0,,,,,,,,,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,8,10,0,0,0,,96,113,42,67,32,1,1,1,,209
