name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
K.Biermann,00-0026294,no,ATL,OLB,11,1,,2,1,4,0,,,,7,,,8,,5,-25,1,38,8,11,,,0,,,0,,,,0,2,4,,,,,,,,1,,3,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Babineaux,00-0023494,no,ATL,NT,10,2,,2,,0,0,,,,,2,,10,,6.0,-42,,37,13,10,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Blalock,00-0025426,no,ATL,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Snelling,00-0025631,no,ATL,,1,,,,,,,,,,,,,,,,,,1,,,,2,1,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,156,30,39,1,1,0,1,214,259,142,166,4,0,0,,613
D.Bess,00-0026000,no,MIA,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,2,2,,0,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,101,13,129,28,0,28,209,276,76,113,2,0,0,,287,758,2,11,0,0,0,,11
M.Koenen,00-0023234,no,ATL,,,,,,,,,,,,,,,,,,,,3,,,,,0,1,,1,1,,0,1,1,0,,,,,,,,15,,72,,28,,,,,,4821,,,,,,,,,,,,,,,,,,,,,1,5,585,1,18,834,61,61,3,2598,,,,,,,,,,,,,,,,,,,,,,,
M.Peterson,00-0012871,no,ATL,,26,2,,,,,1,,39,,9,7,,2,,1,-3,,82,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Ginn,00-0025396,no,MIA,WR,,,,,,,,,,,,,,,,,,,3,,,,1,0,1,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,326,,474,52,2,1296,,,,,,,,,,,,,,,2,10,,,,,,,,,28,,28,5,0,5,28,231,38,78,1,0,0,,43,454,7,47,0,0,0,,48
J.Abraham,00-0019546,no,ATL,,6,1,,,,,0,,,,,1,,14,,6.0,-33,,30,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Williams,00-0021229,no,ATL,,3,0,,1,,53,1,,-2,,,3,1,,,0,,,15,,5,,1,0,,1,0,,,,1,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Williams,00-0017915,no,MIA,,,,,,,,,,,,,,,,,,,,1,,,,5,2,,2,2,2,,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,3,1,1,,,0,0,0,,0,,,,,,,,,,,,,,,,,,186,35,53,2,0,0,,246,264,241,332,11,1,1,,1121
B.Grimes,00-0024183,no,ATL,CB,4,0,,1,,0,6,,17,,,13,,,,0,,,62,1,8,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Houston,00-0025428,no,ATL,,8,0,,,,,1,,4,,,9,,,,0,,,39,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Fields,00-0025612,no,MIA,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,636,,25,882,75,75,6,3472,,,,,,,,,,,,,,,,,,,,,,,
C.Crowder,00-0023505,no,MIA,,8,0,,,,,1,,2,,,2,,2,,1,-3,,44,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Langford,00-0026206,no,MIA,DE,10,1,,,,,0,,,,,2,,5,,2.5,-8,,33,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Mughelli,00-0022143,no,ATL,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,7,10,1,0,0,,40,51,4,8,0,0,0,,10
P.White,00-0027020,no,MIA,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,-15,1,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,5,63,,0,1,-9,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,21,51,0,0,0,,81
B.Hartline,00-0027077,no,MIA,WR,1,,,,,,,,,,,,,,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,34,3,0,36,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,340,31,56,3,0,0,,161,506,4,25,1,0,0,,29
T.Culver,00-0024399,no,MIA,,6,0,,,,,1,,23,,,4,,,,0,,,24,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Taylor,00-0016112,no,MIA,,9,3,,1,1,48,1,,0,,,5,,7,,6.5,-39,1,33,9,6,,,0,,,0,,,,0,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Camarillo,00-0023408,no,MIA,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,231,50,71,0,1,0,1,99,552,,,,,,,
L.Polite,00-0022405,no,MIA,,,,,,,,,,,,,,,,,,,,1,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,12,,12,2,0,24,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,46,11,23,0,0,0,,46,51,37,76,0,0,0,,123
J.Haynos,00-0026026,no,MIA,,1,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,121,19,37,2,0,0,,104,162,,,,,,,
A.Fasano,00-0024268,no,MIA,TE,,,,,,,,,,,,,,,,,,,3,,,,2,2,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,173,31,54,2,1,0,1,107,339,,,,,,,
P.Jerry,00-0027000,yes,ATL,,1,0,,,,,0,,,,,,,1,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Owens,00-0027062,no,ATL,DB,5,0,,,,,2,,13,,,2,,1,,0,,,24,,3,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ferguson,00-0005150,no,MIA,,8,0,,,,,0,,,,,1,,1,,1,-8,,16,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Davis,00-0023562,no,ATL,,6,1,2,,,,0,,,,,1,,2,,1,-6,,16,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.DeCoud,00-0026238,no,ATL,,11,2,,1,,0,3,,25,,,7,,3,,2,-18,,57,3,8,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Johnson,00-0023195,no,ATL,,4,1,,,,,0,,,,,,,2,,2,-11,,15,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Cobbs,00-0024172,no,MIA,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,131,16,0,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3,4,0,0,0,,13,23,6,30,0,0,0,,36
J.Anderson,00-0025395,no,ATL,,9,0,,,,,0,,,,,2,,4,,0,,,17,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Davis,00-0027001,no,MIA,CB,4,0,,,,,4,1,64,,,11,,,,0,,1,49,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.McDaniel,00-0024102,no,MIA,DT,3,0,,,,,0,,,,,1,,2,,1.5,-21,,13,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Wire,00-0021222,no,ATL,,2,1,,2,,0,0,,,,,1,,2,,0,,,15,,3,,,0,,,0,,,,0,2,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Coleman,00-0022218,no,ATL,,34,2,,,,,0,,,,,5,,,,0,,,82,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Carey,00-0022890,no,MIA,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,2,,-9,0,2,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Finneran,00-0005231,no,ATL,,1,1,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,22,2,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,11,16,0,0,0,,48,111,,,,,,,
A.Barnes,00-0025521,no,BAL,,0,1,,,,,1,,4,,,2,,3,,3,-15,,13,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Hauschka,00-0025944,no,BAL,K,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,13,,9,328,4,159,229,10,,46,27,3,27,1,27,0,27,2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Charles,00-0026213,no,KC,RB,,,,,,,,,,,,,,,,,,,7,,1,,4,3,,1,3,3,,0,4,3,0,,,,,,,,,,,,,,,,,,,271,,432,37,1,943,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,181,40,56,1,1,1,,205,297,190,372,7,0,0,,1120
K.Gregg,00-0006398,no,BAL,,17,0,1,,,,0,,,,,,,5,,3,-3,,47,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Johnson,00-0021976,no,KC,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,15,21,0,0,0,,84,80,178,164,0,0,0,,562
R.Lewis,00-0009889,no,BAL,,39,2,,1,,1,0,,9,,,7,,7,,3,-16,,94,10,24,,,0,,,0,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Croyle,00-0024300,no,KC,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,40,23,106,17,206,,0,3,-18,2,0,0,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Ryan,00-0022817,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,96,14,27,2,0,0,,48,135,,,,,,,
T.Suggs,00-0022161,no,BAL,OLB,15,1,,1,,0,0,,,,,5,,6,,4.5,-38,,44,9,10,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Foxworth,00-0023532,no,BAL,,4,0,,1,,0,4,,34,,,16,,,,0,,,48,2,5,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Colclough,00-0022713,no,KC,,0,0,,,,,0,,,,,,,,,0,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Carr,00-0023008,no,BAL,,6,2,,,,4,2,,24,,,4,,3,,1.5,-17,,38,3,4,,2,1,,1,0,,,,2,0,4,,,,,,,,,,,,,,,,,,,118,,142,14,0,336,,,,,,,,,,,,,,,4,40,,,,,,,,,95,17,177,32,0,32,262,,,,,,,,,,,,,,,,
D.Colquitt,00-0023534,no,KC,P,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,1,5,651,1,41,912,96,96,6,4361,,,,,,,,,,,,,,,,,1,0,0,0,0,,0
M.Vrabel,00-0016960,no,KC,,9,2,,1,,0,0,,,,,5,,1,,2,-11,,44,2,6,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,,0,1,,,,,,,
J.Flacco,00-0026158,no,BAL,QB,,,,,,,,,,,,,,,,,,,1,,,,6,2,2,,3,3,,0,8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,499,315,1964,184,2364,12,12,37,-224,21,0,0,,3613,4,25,,,,,,,,,,,,,,,,,,,,,,,,,34,41,0,0,0,,62
D.Mason,00-0010500,no,BAL,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,,,,,,,,,,,,,,,,413,73,134,7,0,0,,260,1028,1,2,0,0,0,,2
J.Page,00-0024442,no,KC,,0,1,,,,,0,,,,,2,,,,0,,,19,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Carr,00-0026280,no,KC,CB,6,1,,1,,0,1,,31,,,19,,,,0,,,56,2,3,,,0,,,1,1,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Washington,00-0022171,no,BAL,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,228,34,48,2,0,0,,110,431,1,1,0,0,0,,1
M.Leggett,00-0026089,no,KC,,1,0,,1,,0,0,,,,,5,,,,0,,,16,,1,,,0,1,,1,1,,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,10,5,0,5,13,,,,,,,,,,,,,,,,
M.Clayton,00-0023457,no,BAL,,,,,,,,,,,,,,,,,,,,3,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,0,,,0,0,0,,0,2,20,,,,,,,,,,,,,,,,259,34,74,2,0,0,,75,480,4,25,0,0,0,,28
R.Rice,00-0026195,no,BAL,,0,0,,,,,0,,,,,,,,,0,,,3,,1,,3,3,,1,1,1,,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,,0,,,0,0,0,,0,2,25,,,,,,,,,,,,,,,,360,78,101,1,0,0,,718,702,254,374,7,0,0,,1339
D.Williams,00-0022707,no,KC,,22,0,,,,,0,,,,,6,,,,0,,,95,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Reed,00-0021377,no,BAL,,8,3,,1,,13,3,1,111,,,5,,,,0,,1,42,2,4,,2,1,1,,2,2,,0,3,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,38,,,,,,,,,18,1,25,7,0,7,29,,,,,,,,,,,,,,,,
J.Johnson,00-0022139,no,BAL,,14,1,,,,,2,,8,,,4,,9,,6,-45,,36,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bradley,00-0023474,no,KC,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,24,7,0,123,1,1,14,,,,0,,,0,0,0,,26,2,20,,,,,,,,,,2,,,,,,212,24,57,2,0,0,,105,320,2,20,0,0,0,,20
F.Washington,00-0023458,no,BAL,,2,0,,,,,0,,,,,6,,,,0,,,34,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.McClain,00-0025524,no,BAL,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,17,1,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,21,27,0,0,0,,181,141,46,100,2,0,0,,180
C.Mays,00-0024018,no,KC,,19,0,,,,,0,,,,,2,,2,,0,,,66,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Gilberry,00-0026105,no,KC,DE,2,0,,,,,0,,,,,,,8,,4.5,-39,,20,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Tyler,00-0025469,no,KC,,4,0,,,,,0,,,,,,,1,,0,,,27,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Brown,00-0019699,no,KC,,24,0,,1,,4,3,,13,,,3,,2,,2,-24,,78,4,15,,,0,,,0,,,,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.McGahee,00-0022178,no,BAL,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,63,15,22,2,0,0,,109,85,109,221,12,0,0,,544
T.Heap,00-0020516,no,BAL,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,,,,,,,,,,,,,,,,292,53,75,6,0,0,,183,593,1,2,0,0,0,,2
B.Ayanbadejo,00-0000551,no,BAL,,3,0,,,,,1,,0,,,1,,1,,1,-5,,19,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Lawrence,00-0027122,no,KC,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,116,16,0,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2,0,0,0,,3,9,2,42,0,0,0,,42
J.Battle,00-0025701,no,KC,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,2,2,0,0,0,,7,-3,7,14,0,0,0,,21
J.Gaither,00-0025787,no,BAL,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Katula,00-0023331,yes,BAL,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Koch,00-0024417,no,BAL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,611,1,26,835,73,73,5,3188,,,,,,,,,,,,,,,,,,,,,,,
D.Landry,00-0024360,no,BAL,,21,1,,,,,4,1,89,,,8,,,,0,,1,69,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Thigpen,00-0025604,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,58,4,69,2,2,,,1,0,0,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,,3
D.Johnson,00-0023449,no,KC,ILB,8,1,,,,,3,2,175,,,5,,2,,1.5,-8,2,31,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.McGraw,00-0021187,no,KC,,4,0,,1,,0,1,,27,1,0,1,1,2,,1,-6,1,42,4,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,0,0,,4
R.Succop,00-0026968,no,KC,K,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,29,1,25,851,4,204,500,10,1,72,75,7,29,0,29,0,29,4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Morgan,00-0026222,no,KC,,0,0,,1,,0,0,,,,,,,,,0,,,18,,,,,0,,,1,1,,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hali,00-0024235,no,KC,OLB,15,4,,,,,0,,,,,1,,9,1,8.5,-52,,47,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Magee,00-0027042,no,KC,,2,0,,,,,0,,,,,,,4,,2,-10,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Albert,00-0026155,no,KC,OT,,,,,,,,,,,,,,,,,,,1,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Edwards,00-0022750,no,BAL,DT,11,0,,2,1,0,0,,,,,1,,7,,1,-2,1,35,3,10,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,14,,14,1,0,14,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Engram,00-0004915,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,41,5,10,0,0,0,,17,61,,,,,,,
G.Dorsey,00-0026145,no,KC,DE,13,0,,3,,0,0,,,,,2,,3,,1,-1,,41,3,13,,,0,,,0,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Chester,00-0024271,no,BAL,OG,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
